id,city,country,lat,lng,date,temp,max temp,humidity,cloudiness,wind speed
3440714,Salto,UY,-31.38,-57.97,1619470681,68.0,68.0,59,19,5.23
1817240,Baiyin,CN,36.56,104.21,1619470681,42.8,42.8,61,40,2.24
1521293,Lugovoy,KZ,42.95,72.76,1619470682,54.21,54.21,50,0,5.77
2125693,Evensk,RU,61.95,159.23,1619470682,14.67,14.67,87,21,4.81
5557293,Sitka,US,57.05,-135.33,1619470682,51.8,51.8,54,1,3.44
6148373,Sioux Lookout,CA,50.1,-91.92,1619470428,37.4,37.4,75,90,10.36
2137748,Voh,NC,-20.97,164.7,1619470683,72.18,72.18,79,32,7.78
3414079,Olafsvik,IS,64.89,-23.71,1619470683,42.37,42.37,62,0,4.32
2033574,Zhangjiakou Shi Xuanhua Qu,CN,40.61,115.04,1619470684,49.57,49.57,19,4,15.19
2163355,Hobart,AU,-42.88,147.33,1619470651,42.75,46.99,93,20,4.61
2180815,Tuatapere,NZ,-46.13,167.68,1619470684,41.0,41.0,84,94,10.0
4574324,Charleston,US,32.78,-79.93,1619469912,72.03,73.4,43,1,8.05
5847411,Kahului,US,20.89,-156.47,1619470667,78.42,82.4,54,1,5.19
2033536,Yakeshi,CN,49.28,120.73,1619470684,34.68,34.68,84,82,24.09
3115824,Muros,ES,42.78,-9.06,1619470685,56.08,57.0,87,60,4.0
3470137,Belmonte,BR,-15.86,-38.88,1619470685,78.8,78.8,69,40,8.05
3652758,Puerto Baquerizo Moreno,EC,-0.9,-89.6,1619470685,84.2,84.2,65,20,16.11
1540711,Muravlenko,RU,63.79,74.52,1619470686,35.6,35.6,98,100,17.58
2100765,Angoram,PG,-4.06,144.07,1619470686,73.56,73.56,97,100,1.1
1106677,Bambous Virieux,MU,-20.34,57.76,1619470686,77.95,78.8,78,75,16.11
1528998,Yumen,CN,40.28,97.2,1619470687,39.47,39.47,22,97,7.34
1489656,Teya,RU,60.38,92.63,1619470687,28.6,28.6,97,34,2.51
189280,Lodwar,KE,3.12,35.6,1619470687,77.5,77.5,68,86,17.47
1505260,Ivdel',RU,60.69,60.42,1619470688,36.52,36.52,92,100,5.91
2152659,Port Macquarie,AU,-31.43,152.92,1619470688,53.02,54.0,97,4,3.0
2110227,Butaritari,KI,3.07,172.79,1619470689,83.19,83.19,75,94,13.56
1490256,Talnakh,RU,69.49,88.4,1619470689,10.69,10.69,80,94,9.06
2514651,Los Llanos de Aridane,ES,28.66,-17.92,1619470689,63.82,69.8,68,90,4.61
2366168,Kandé,TG,9.96,1.04,1619470690,87.13,87.13,45,98,3.98
3466704,Castro,BR,-24.79,-50.01,1619470690,62.89,62.89,74,37,2.1
2852458,Potsdam,DE,52.4,13.07,1619470690,39.78,41.0,57,26,6.51
2208248,Kaitangata,NZ,-46.28,169.85,1619470691,43.0,43.0,86,66,5.01
1006984,East London,ZA,-33.02,27.91,1619470407,71.01,71.01,58,100,5.14
5367788,Lompoc,US,34.64,-120.46,1619470665,57.97,60.8,55,2,14.97
2088122,Port Moresby,PG,-9.44,147.18,1619470691,75.2,75.2,100,40,3.44
990930,Kimberley,ZA,-28.73,24.76,1619470691,57.2,57.2,47,99,8.05
1811720,Enshi,CN,30.3,109.48,1619470692,57.22,57.22,96,100,1.07
2191562,Dunedin,NZ,-45.87,170.5,1619470692,44.01,44.01,71,42,15.01
1507390,Dikson,RU,73.51,80.55,1619470692,31.68,31.68,98,100,18.25
1819729,Hong Kong,HK,22.29,114.16,1619470408,72.79,73.99,91,100,1.99
1267635,Karwar,IN,14.8,74.13,1619470693,81.45,81.45,79,29,2.1
3883457,Lebu,CL,-37.62,-73.65,1619470693,58.05,58.05,76,4,11.88
3423146,Ilulissat,GL,69.22,-51.1,1619470693,51.8,51.8,40,75,16.11
104515,Makkah al Mukarramah,SA,21.43,39.83,1619470679,85.24,85.24,41,0,3.76
1810240,Gejiu,CN,23.31,103.16,1619470694,54.68,54.68,93,100,3.65
4031574,Provideniya,RU,64.38,-173.3,1619470694,39.2,39.2,70,0,4.47
6167817,Torbay,CA,47.67,-52.73,1619470694,40.24,42.01,65,90,18.41
4256085,Connersville,US,39.64,-85.14,1619470497,72.48,73.0,32,3,15.3
481548,Troitsko-Pechorsk,RU,62.71,56.2,1619470695,32.49,32.49,86,59,3.02
2068655,Katherine,AU,-14.47,132.27,1619470695,73.4,73.4,88,100,3.44
2015913,Suntar,RU,62.14,117.63,1619470695,18.66,18.66,85,94,8.37
124274,Mahrīz,IR,31.59,54.43,1619470695,75.2,75.2,29,75,4.61
2446796,Bilma,NE,18.69,12.92,1619470696,91.04,91.04,9,15,10.56
2381334,Atar,MR,20.52,-13.05,1619470696,85.46,85.46,16,49,6.62
3424607,Tasiilaq,GL,65.61,-37.64,1619470696,39.2,39.2,75,75,9.04
3141667,Roald,NO,62.58,6.13,1619470697,37.99,39.2,81,0,12.66
2074865,Carnarvon,AU,-24.87,113.63,1619470697,62.6,62.6,72,0,5.75
3175096,Laas,IT,46.62,10.7,1619470661,48.36,54.0,100,90,5.75
2155415,New Norfolk,AU,-42.78,147.06,1619470697,45.12,46.99,86,13,2.71
517739,Novouzensk,RU,50.46,48.14,1619470698,48.15,48.15,53,100,6.87
5924351,Clyde River,CA,70.47,-68.59,1619470698,24.8,24.8,100,90,4.23
3361934,Saldanha,ZA,-33.01,17.94,1619470702,60.8,60.8,94,73,20.71
1705441,Lubao,PH,14.92,120.55,1619470703,76.1,77.0,78,75,2.3
370737,Malakal,SS,9.53,31.66,1619470703,77.05,77.05,70,99,5.95
6156245,Stephenville Crossing,CA,48.5,-58.43,1619470703,51.28,51.8,76,90,32.21
105298,Jizan,SA,17.33,42.67,1619470704,87.8,87.8,66,20,4.47
3412093,Vestmannaeyjar,IS,63.44,-20.27,1619470704,45.43,45.43,88,5,9.28
212360,Kongolo,CD,-5.38,27.0,1619470704,72.28,72.28,92,100,1.9
2120048,Ust-Nera,RU,64.57,143.2,1619470704,20.53,20.53,91,100,3.31
777019,Vardø,NO,70.37,31.11,1619470705,32.0,32.0,86,75,8.05
697593,Pervomays'k,UA,48.04,30.85,1619470705,40.59,40.59,63,68,4.54
1282256,Hithadhoo,MV,-0.6,73.08,1619470705,82.49,82.49,64,10,5.19
6096551,Pangnirtung,CA,66.15,-65.71,1619470706,35.6,35.6,87,90,4.61
5847486,Kailua,US,21.4,-157.74,1619470706,78.55,78.8,61,75,10.36
608036,Temir,KZ,49.14,57.13,1619470706,55.18,55.18,58,100,11.25
3533462,Acapulco de Juárez,MX,16.86,-99.89,1619470707,87.8,87.8,62,1,9.22
2381972,Adrar,MR,20.5,-10.07,1619470707,88.88,88.88,17,44,9.19
933995,Souillac,MU,-20.52,57.52,1619470631,78.8,78.8,78,75,16.11
2392087,Porto-Novo,BJ,6.5,2.6,1619470707,86.0,86.0,74,20,13.8
5957776,Fredericton,CA,45.95,-66.67,1619470684,41.92,42.8,87,90,13.8
2112309,Katsuura,JP,35.13,140.3,1619470708,49.64,53.6,66,75,1.14
3448903,São João da Barra,BR,-21.64,-41.05,1619470708,80.6,80.6,69,0,13.8
3899695,Ancud,CL,-41.87,-73.82,1619470708,55.02,62.01,77,75,11.5
912628,Kasempa,ZM,-13.46,25.83,1619470709,67.46,67.46,65,95,2.17
3374210,São Filipe,CV,14.9,-24.5,1619470616,72.12,72.12,78,5,11.65
3879627,Molina,CL,-35.12,-71.28,1619470709,60.8,60.8,63,0,9.22
4634662,Kingsport,US,36.55,-82.56,1619470513,76.15,77.0,19,40,3.44
2122614,Okha,RU,53.57,142.95,1619470710,28.47,28.47,82,15,10.65
2630299,Hofn,IS,64.25,-15.21,1619470710,39.61,39.61,71,14,5.73
1062553,Mahanoro,MG,-19.9,48.8,1619470710,72.5,72.5,93,100,3.8
5870133,Nome,US,64.5,-165.41,1619470711,39.2,39.2,70,1,3.44
2034615,Tahe,CN,52.33,124.73,1619470711,43.5,43.5,57,100,4.14
2412408,Nioro,GM,13.35,-15.75,1619470711,82.98,82.98,37,13,12.64
162099,Abadan,TM,38.05,58.21,1619470712,80.6,80.6,17,9,4.61
2517750,Felanitx,ES,39.47,3.15,1619470712,60.69,62.6,72,40,8.05
3839307,Rawson,AR,-43.3,-65.1,1619470712,69.26,69.26,33,23,5.41
3899539,Antofagasta,CL,-23.65,-70.4,1619470712,66.2,66.2,68,0,11.5
935214,Saint-Pierre,RE,-21.34,55.48,1619470713,72.41,77.0,78,75,16.11
1106643,Quatre Cocos,MU,-20.21,57.76,1619470713,77.86,78.8,78,75,16.11
4565346,Hatillo,PR,18.49,-66.83,1619470713,80.96,82.99,69,75,8.05
2028164,Deputatsky,RU,69.3,139.9,1619470714,24.73,24.73,93,100,1.66
2084442,Vanimo,PG,-2.67,141.3,1619470714,76.87,76.87,86,15,2.71
64814,Bandarbeyla,SO,9.49,50.81,1619470714,83.05,83.05,72,80,6.13
2126682,Bilibino,RU,68.05,166.44,1619470715,22.3,22.3,91,100,2.86
3663529,Manacapuru,BR,-3.3,-60.62,1619470715,73.4,73.4,94,90,5.75
2405952,Manowa,SL,8.17,-10.75,1619470716,79.27,79.27,77,64,2.04
2178753,Kirakira,SB,-10.45,161.92,1619470716,80.6,80.6,81,74,5.57
6324729,Halifax,CA,44.65,-63.57,1619470539,52.39,53.6,66,75,14.97
2396518,Port-Gentil,GA,-0.72,8.78,1619470716,82.67,82.67,78,100,7.02
2172880,Byron Bay,AU,-28.65,153.62,1619470553,55.47,55.99,100,73,4.61
1056899,Sambava,MG,-14.27,50.17,1619470717,75.61,75.61,88,66,8.59
3433663,Gualeguay,AR,-33.14,-59.31,1619470717,63.28,63.28,66,94,4.29
1806445,Ji’an,CN,27.12,114.98,1619470717,63.52,63.52,96,100,4.59
2274275,Robertsport,LR,6.75,-11.37,1619470718,82.81,82.81,81,63,12.26
3446979,Tanabi,BR,-20.63,-49.65,1619470718,82.4,82.4,36,40,8.05
2032201,Bulgan,MN,48.81,103.53,1619470718,28.38,28.38,56,0,5.99
1624041,Ternate,ID,0.8,127.4,1619470719,80.17,80.17,79,19,5.03
1806881,Huicheng,CN,23.04,116.29,1619470719,71.6,71.6,73,75,6.71
5654391,Glendive,US,47.11,-104.71,1619470719,56.07,57.0,47,90,8.05
3466165,Cidreira,BR,-30.18,-50.21,1619470647,66.27,66.27,66,53,10.87
2013727,Vanavara,RU,60.34,102.28,1619470720,14.36,14.36,95,13,2.24
1651810,Airai,TL,-8.93,125.41,1619470619,55.24,55.24,73,92,1.66
3065163,Štětí,CZ,50.45,14.37,1619470720,36.64,39.0,61,46,1.01
1630789,Pontianak,ID,-0.03,109.33,1619470720,75.2,75.2,100,12,2.3
4673258,Beeville,US,28.4,-97.75,1619470721,82.92,84.2,58,1,13.8
2031964,Darhan,MN,49.49,105.92,1619470721,34.5,34.5,58,65,4.63
2092164,Lorengau,PG,-2.02,147.27,1619470721,81.27,81.27,76,95,1.3
336014,Gonder,ET,12.6,37.47,1619470721,57.96,57.96,80,100,2.06
1062663,Mahajanga,MG,-15.72,46.32,1619470722,77.0,77.0,88,40,13.8
4001056,La Orilla,MX,17.98,-102.23,1619470722,85.98,85.98,48,94,11.92
2027968,Aldan,RU,58.6,125.39,1619470722,30.99,30.99,99,100,6.6
1734705,Kuala Terengganu,MY,5.33,103.14,1619470723,78.4,78.8,94,20,3.44
876177,Luau,AO,-10.71,22.22,1619470723,65.28,65.28,86,97,3.2
1637001,Biak,ID,-0.91,122.88,1619470723,75.58,75.58,85,91,5.5
2930596,Emden,DE,53.37,7.22,1619470724,38.44,42.01,79,89,4.0
3357804,Eenhana,NA,-17.47,16.33,1619470724,69.8,69.8,46,3,3.44
1516048,Khovd,MN,48.01,91.64,1619470724,32.67,32.67,30,40,1.14
373303,Juba,SS,4.85,31.58,1619470724,70.5,70.5,91,99,2.82
587207,Artyom,AZ,40.47,50.33,1619470725,53.6,53.6,94,20,4.61
2137773,Vao,NC,-22.67,167.48,1619470675,73.62,73.62,66,70,21.77
240210,Birao,CF,10.28,22.79,1619470725,83.82,83.82,30,10,1.61
415189,Aden,YE,12.78,45.04,1619470530,83.28,83.28,74,91,10.22
4015700,Cananea,MX,30.95,-110.3,1619470726,70.38,75.99,20,7,8.99
5563397,Eureka,US,40.8,-124.16,1619470726,57.13,57.99,62,100,5.01
2070998,Geraldton,AU,-28.77,114.6,1619470726,57.2,57.2,77,19,8.05
2264557,Ponta do Sol,PT,32.67,-17.1,1619470656,57.29,62.01,75,93,1.01
1277769,Baikunthpur,IN,23.25,82.55,1619470727,74.66,74.66,12,43,1.77
945945,Upington,ZA,-28.45,21.26,1619470727,71.6,71.6,35,73,5.75
2436400,Ati,TD,13.22,18.34,1619470727,88.65,88.65,10,77,10.04
686090,Asău,RO,46.43,26.4,1619470728,41.0,41.0,60,100,3.09
2038154,Changping,CN,40.22,116.22,1619470728,47.19,48.0,93,0,2.24
4013679,Coahuayana Viejo,MX,18.73,-103.68,1619470728,87.8,87.8,40,90,8.1
485643,Svetlyy Yar,RU,48.47,44.78,1619470729,42.4,42.8,93,75,3.78
364933,Umm Kaddadah,SD,13.6,26.69,1619470686,80.76,80.76,8,16,13.49
1636308,Manokwari,ID,-0.87,134.08,1619470729,78.64,78.64,77,100,4.38
2334008,Kontagora,NG,10.4,5.47,1619470729,87.98,87.98,42,24,4.21
3492997,Samaná,DO,19.21,-69.34,1619470730,87.8,87.8,70,40,10.36
293842,Kiryat Gat,IL,31.61,34.76,1619470730,62.31,66.0,100,49,6.08
4362001,Mayo,US,38.89,-76.51,1619470730,64.13,66.0,23,1,10.36
898912,Serenje,ZM,-13.23,30.24,1619470731,61.61,61.61,79,71,4.16
3598787,Champerico,GT,14.3,-91.92,1619470731,83.98,89.6,66,75,6.91
2527087,Tiznit Province,MA,29.58,-9.5,1619470731,59.2,59.2,77,44,5.1
3347019,Mossamedes,AO,-15.2,12.15,1619470708,75.72,75.72,73,1,7.47
3377301,Mabaruma,GY,8.2,-59.78,1619470732,81.9,81.9,67,97,6.89
2109528,Buala,SB,-8.14,159.59,1619470732,82.36,82.36,79,90,4.74
4887163,Champaign,US,40.13,-88.2,1619470732,77.63,80.6,26,1,32.21
467479,Yenotayevka,RU,47.25,47.03,1619470733,42.01,42.01,74,100,7.23
2128975,Nemuro,JP,43.32,145.57,1619470733,34.59,34.59,71,21,10.18
3404558,Cabedelo,BR,-6.98,-34.83,1619470733,80.6,80.6,94,0,9.22
342856,Bako,ET,5.78,36.57,1619470734,61.56,61.56,95,100,5.06
3372760,Praia da Vitória,PT,38.73,-27.07,1619470734,61.92,62.6,82,75,7.31
1513491,Yangi Marg`ilon,UZ,40.43,71.72,1619470734,62.6,62.6,48,0,4.03
1684803,Tabuk,PH,17.42,121.44,1619470734,71.67,71.67,86,98,2.19
5905393,Bonavista,CA,48.65,-53.11,1619470735,43.59,46.4,57,100,9.22
4513583,Hamilton,US,39.18,-84.53,1619470530,73.35,75.0,35,1,8.05
2071860,Esperance,AU,-33.87,121.9,1619470735,66.2,66.2,45,100,14.97
1271883,Firozpur,IN,30.92,74.6,1619470736,80.6,80.6,57,0,6.26
304797,Mardin,TR,37.31,40.74,1619470736,59.11,59.11,42,0,3.47
4036284,Alofi,NU,-19.06,-169.92,1619470736,82.4,82.4,83,40,6.91
1507035,Dzerzhinskoye,RU,56.83,95.23,1619470736,36.16,36.16,99,100,1.23
7671223,Kloulklubed,PW,7.04,134.26,1619470737,77.0,77.0,88,75,7.52
1260035,Pātūr,IN,20.45,76.93,1619470737,87.89,87.89,29,98,11.65
3014392,Guérande,FR,47.33,-2.43,1619470737,53.62,55.4,54,0,10.36
2020738,Litovko,RU,49.24,135.17,1619470738,43.47,43.47,50,98,1.39
2136825,Isangel,VU,-19.55,169.27,1619470738,71.6,71.6,88,20,7.78
3336897,La Rioja,ES,42.25,-2.5,1619470738,56.71,57.99,82,90,3.44
5887916,Athabasca,CA,54.72,-113.29,1619470739,43.54,46.4,48,100,8.05
3887127,Iquique,CL,-20.22,-70.14,1619470739,69.8,69.8,60,0,13.8
2258984,Kinkala,CG,-4.36,14.76,1619470739,73.56,73.56,91,98,1.83
3407980,Alenquer,BR,-1.94,-54.74,1619470740,80.6,80.6,89,75,3.44
1507116,Dudinka,RU,69.41,86.18,1619470740,19.58,19.58,89,98,17.76
113659,Tabas,IR,33.6,56.92,1619470740,81.25,81.25,23,98,4.47
108648,Qurayyat,SA,31.33,37.34,1619470740,64.4,64.4,55,0,23.02
2022773,Khandyga,RU,62.67,135.6,1619470741,32.0,32.0,98,100,5.61
1855612,Nara,JP,34.69,135.8,1619470741,44.98,48.0,81,0,4.61
523051,Nebolchi,RU,59.12,33.35,1619470742,33.04,33.04,99,100,3.33
4034551,Faanui,PF,-16.48,-151.75,1619470653,81.1,81.1,67,99,4.14
472357,Volosovo,RU,59.43,29.48,1619470742,42.8,42.8,70,75,4.47
5134295,Rome,US,43.21,-75.46,1619470743,46.69,48.0,39,1,16.11
2038300,Benxi,CN,41.29,123.77,1619470743,53.6,53.6,82,90,8.95
1640972,Katobu,ID,-4.94,122.53,1619470743,73.78,73.78,91,4,2.82
5746545,Portland,US,45.52,-122.68,1619470388,55.96,57.99,71,90,8.05
2013279,Vostok,RU,46.49,135.88,1619470743,35.35,35.35,49,16,4.29
1633070,Palembang,ID,-2.92,104.75,1619470744,73.92,73.92,96,21,2.73
933759,Ghanzi,BW,-21.57,21.78,1619470506,65.75,65.75,33,0,1.48
3489440,Morant Bay,JM,17.88,-76.41,1619470744,83.44,84.0,69,40,19.57
1629380,Ruteng,ID,-8.61,120.47,1619470744,57.65,57.65,78,12,1.81
1266668,Khonsa,IN,27.02,95.57,1619470745,69.03,69.03,34,64,4.54
2017979,Petropavlovka,RU,50.61,105.32,1619470745,34.07,34.07,69,10,12.17
3372783,Ponta Delgada,PT,37.73,-25.67,1619470675,60.8,60.8,77,75,8.05
5380437,Pacific Grove,US,36.62,-121.92,1619470746,57.31,60.8,48,1,11.5
2121025,Srednekolymsk,RU,67.45,153.68,1619470746,19.53,19.53,81,20,5.35
3453060,Pontes e Lacerda,BR,-15.23,-59.34,1619470746,74.77,74.77,78,66,4.59
5044290,Saint Anthony,US,45.02,-93.22,1619470746,48.43,50.0,61,90,8.05
3421765,Nanortalik,GL,60.14,-45.24,1619470747,34.41,34.41,98,100,7.65
4021858,Guerrero Negro,MX,27.98,-114.06,1619470747,65.88,65.88,54,97,15.86
5127305,Monroe,US,43.15,-77.68,1619470712,48.61,50.0,29,20,5.75
1636808,Majenang,ID,-7.3,108.76,1619470749,74.28,74.28,95,1,1.21
779622,Havøysund,NO,71.0,24.66,1619470749,31.12,32.0,93,75,12.66
2126123,Chokurdakh,RU,70.63,147.92,1619470749,21.16,21.16,92,100,4.83
1502073,Krasnosel'kup,RU,65.7,82.47,1619470750,27.97,27.97,91,73,12.91
2127060,Arman',RU,59.7,150.17,1619470750,18.5,18.5,83,17,3.29
2032614,Baruun-Urt,MN,46.68,113.28,1619470750,31.08,31.08,52,27,18.9
1636426,Manggar,ID,-2.88,108.27,1619470750,81.73,81.73,72,21,7.56
1803331,Linxia Chengguanzhen,CN,35.6,103.21,1619470751,39.6,39.6,54,20,4.32
146669,Ayios Ioannis,CY,34.9,33.02,1619470751,60.84,64.4,88,0,18.41
2396853,Omboué,GA,-1.57,9.26,1619470751,79.27,79.27,86,100,5.12
2139521,Noumea,NC,-22.28,166.46,1619470752,73.67,75.99,88,75,5.75
2367990,Aného,TG,6.23,1.6,1619470752,84.2,84.2,84,40,6.91
6620339,Karratha,AU,-20.74,116.85,1619470752,74.35,74.35,40,0,7.96
1259460,Pokaran,IN,26.92,71.92,1619470753,85.5,85.5,16,0,13.47
1633419,Padang,ID,-0.95,100.35,1619470704,77.58,77.58,87,86,4.29
3446098,Três Lagoas,BR,-20.75,-51.68,1619470753,76.08,76.08,57,21,7.67
6162951,Terrace Bay,CA,48.78,-87.1,1619470753,38.1,39.2,38,90,8.05
1728675,Balabac,PH,7.99,117.06,1619470754,80.13,80.13,77,87,3.47
2464701,Tataouine,TN,32.93,10.45,1619470754,87.8,87.8,11,99,4.61
1267390,Kavaratti,IN,10.57,72.64,1619470754,83.95,83.95,73,0,7.45
2122090,Pevek,RU,69.7,170.31,1619470755,19.92,19.92,91,98,3.51
237379,Ndélé,CF,8.41,20.65,1619470755,78.82,78.82,58,10,4.47
2027316,Ayan,RU,56.45,138.17,1619470755,28.67,28.67,89,100,5.19
1797535,Qiongshan,CN,20.01,110.35,1619470756,73.4,73.4,94,0,2.24
5322400,Adelanto,US,34.58,-117.41,1619470756,55.8,57.99,55,32,18.01
4033557,Tautira,PF,-17.73,-149.15,1619470756,84.09,84.2,70,40,11.5
921786,Mitsamiouli,KM,-11.38,43.28,1619470757,81.12,81.12,74,39,9.55
601551,Akdepe,TM,42.06,59.38,1619470757,66.2,66.2,34,0,9.22
5515743,Guymon,US,36.68,-101.48,1619470757,87.8,87.8,11,1,25.32
4437982,Natchez,US,31.56,-91.4,1619470757,79.74,80.6,47,1,11.5
2616504,Nexø,DK,55.06,15.13,1619470758,41.0,41.0,81,25,13.8
4703078,Kerrville,US,30.05,-99.14,1619470524,78.03,78.8,57,75,19.57
1735634,Kuching,MY,1.55,110.33,1619470758,77.0,77.0,94,20,2.39
3445026,Vila Velha,BR,-20.33,-40.29,1619470759,81.34,82.0,78,75,8.05
2025256,Chumikan,RU,54.72,135.31,1619470759,30.49,30.49,89,100,5.14
2194098,Ahipara,NZ,-35.17,173.17,1619470759,61.83,61.83,74,16,8.9
3033415,Berck,FR,50.4,1.6,1619470759,42.8,42.8,75,0,9.22
934479,Grand Gaube,MU,-20.01,57.66,1619470760,77.0,77.0,84,100,10.0
6089245,Norman Wells,CA,65.28,-126.83,1619470760,15.8,15.8,41,75,5.75
2136697,Lakatoro,VU,-16.1,167.42,1619470760,80.06,80.06,75,100,10.07
